v,d,s,r,p
12,0.058,26.856,1,1.153
24,0.070,38.818,1,1.486
4,0.034,16.804,0,1.101
8,0.075,38.029,0,1.044
12,0.056,33.549,0,1.225
24,0.072,28.745,0,1.596
4,0.066,32.047,1,0.968
8,0.030,12.302,1,1.143
12,0.028,14.767,1,1.437
24,0.079,37.690,1,1.345
4,0.057,33.849,0,1.082
8,0.058,34.521,0,1.143
12,0.077,38.377,0,1.160
24,0.061,33.872,0,1.429
4,0.065,21.812,1,1.118
8,0.044,20.440,1,1.132
12,0.031,11.883,1,1.310
24,0.034,18.209,1,1.834
4,0.043,18.907,0,1.133
8,0.074,22.452,0,1.246
12,0.048,23.522,0,1.381
24,0.043,17.576,0,1.712
4,0.067,24.303,1,1.013
8,0.072,26.491,1,1.086
12,0.077,29.716,1,1.300
24,0.075,23.551,1,1.383
4,0.045,17.836,0,1.076
8,0.065,25.970,0,1.255
12,0.039,22.142,0,1.324
24,0.072,30.322,0,1.489
4,0.052,18.431,1,1.046
8,0.069,26.648,1,1.275
12,0.082,31.624,1,1.110
24,0.072,33.205,1,1.520
4,0.058,17.805,0,1.069
8,0.043,25.490,0,1.201
12,0.121,38.003,0,1.066
24,0.046,15.065,0,1.747
4,0.055,20.834,1,1.069
8,0.025,14.154,1,1.280
12,0.059,21.900,1,1.262
24,0.047,19.418,1,1.520
4,0.065,37.235,0,1.125
8,0.042,16.902,0,1.267
12,0.130,39.429,0,1.170
24,0.089,39.700,0,1.356
4,0.024,14.391,1,1.039
8,0.037,15.425,1,1.124
12,0.034,17.005,1,1.318
24,0.028,14.657,1,1.765
4,0.019,10.630,0,1.188
8,0.052,20.232,0,1.180
12,0.036,19.395,0,1.416
24,0.094,34.721,0,1.443
4,0.082,30.892,1,0.975
8,0.083,33.123,1,1.137
12,0.075,31.160,1,1.337
24,0.091,39.138,1,1.443
4,0.052,25.155,0,1.098
8,0.072,31.689,0,1.229
12,0.029,15.195,0,1.468
24,0.077,33.998,0,1.597
4,0.041,19.958,1,1.059
8,0.048,21.243,1,1.210
12,0.034,11.578,1,1.295
24,0.042,20.415,1,1.723
4,0.074,24.286,0,1.120
8,0.034,18.280,0,1.207
12,0.040,20.663,0,1.346
24,0.098,33.860,0,1.357
4,0.074,30.706,1,0.964
8,0.065,23.297,1,1.130
12,0.022,13.177,1,1.323
24,0.038,19.017,1,1.671
4,0.079,25.547,0,1.074
8,0.030,10.613,0,1.251
12,0.060,22.736,0,1.376
24,0.039,13.587,0,1.768
4,0.123,37.812,1,1.124
8,0.042,17.630,1,1.246
12,0.050,23.996,1,1.169
24,0.057,31.459,1,1.417
4,0.030,10.110,0,1.138
8,0.045,22.699,0,1.119
12,0.029,14.710,0,1.435
24,0.074,24.012,0,1.469
4,0.071,29.869,1,1.119
8,0.077,37.854,1,1.264
12,0.079,35.496,1,1.150
24,0.030,15.197,1,1.783
4,0.056,21.328,0,1.059
8,0.089,37.264,0,1.231
12,0.059,22.482,0,1.149
24,0.079,26.926,0,1.343
4,0.055,27.816,1,0.989
8,0.069,26.659,1,1.175
12,0.093,35.726,1,1.263
24,0.092,35.302,1,1.413
4,0.032,14.798,0,1.078
8,0.092,35.460,0,1.213
12,0.027,12.487,0,1.311
24,0.033,18.884,0,1.627
4,0.085,30.847,1,1.131
8,0.033,19.242,1,1.278
12,0.043,22.179,1,1.217
24,0.049,28.376,1,1.686
4,0.032,11.290,0,1.075
8,0.068,22.240,0,1.072
12,0.029,13.909,0,1.385
24,0.025,12.524,0,1.983
4,0.073,37.458,1,1.160
8,0.076,27.603,1,1.171
12,0.069,38.900,1,1.293
24,0.056,29.388,1,1.603
4,0.062,34.841,0,1.063
8,0.066,32.385,0,1.190
12,0.077,24.184,0,1.109
24,0.063,35.759,0,1.488
4,0.083,31.724,1,1.113
8,0.055,26.865,1,1.178
12,0.042,22.688,1,1.303
24,0.115,35.814,1,1.427
4,0.054,24.948,0,1.046
8,0.092,29.211,0,1.105
12,0.026,13.402,0,1.346
24,0.073,24.551,0,1.408
4,0.101,38.297,1,1.027
8,0.053,26.424,1,1.181
12,0.042,22.507,1,1.389
24,0.052,27.474,1,1.510
4,0.078,23.593,0,1.094
8,0.028,10.845,0,1.256
12,0.092,35.556,0,1.266
24,0.074,30.148,0,1.369
4,0.057,19.257,1,1.066
8,0.022,11.357,1,1.316
12,0.032,15.741,1,1.244
24,0.052,16.755,1,1.571
4,0.028,10.265,0,1.097
8,0.039,22.565,0,1.103
12,0.066,37.525,0,1.293
24,0.045,22.159,0,1.514
4,0.076,38.304,1,0.980
8,0.057,29.707,1,1.097
12,0.120,37.577,1,1.281
24,0.070,38.776,1,1.430
4,0.061,24.917,0,1.131
8,0.091,31.748,0,1.170
12,0.023,13.596,0,1.430
24,0.043,24.028,0,1.692
4,0.059,28.136,1,1.003
8,0.063,36.445,1,1.147
12,0.079,26.738,1,1.297
24,0.056,30.705,1,1.566
4,0.025,13.767,0,1.103
8,0.083,35.049,0,1.053
12,0.065,30.894,0,1.226
24,0.031,14.719,0,1.846
4,0.065,32.567,1,0.981
8,0.085,38.525,1,1.054
12,0.068,23.558,1,1.303
24,0.053,25.696,1,1.503
4,0.040,14.758,0,1.141
8,0.050,24.267,0,1.150
12,0.052,27.931,0,1.318
24,0.040,14.871,0,1.700
4,0.020,11.557,1,1.241
8,0.099,30.523,1,1.236
12,0.071,24.275,1,1.234
24,0.043,23.092,1,1.644
4,0.084,32.779,0,1.074
8,0.074,33.914,0,1.088
12,0.056,26.726,0,1.237
24,0.036,15.920,0,1.605
4,0.062,27.600,1,1.007
8,0.071,21.675,1,1.271
12,0.069,37.867,1,1.218
24,0.107,34.835,1,1.417
4,0.054,25.772,0,1.146
8,0.054,22.645,0,1.139
12,0.081,24.767,0,1.223
24,0.065,30.277,0,1.580
4,0.086,26.706,1,1.031
8,0.021,10.224,1,1.406
12,0.064,20.513,1,1.217
24,0.067,24.462,1,1.399
4,0.045,26.790,0,1.082
8,0.071,36.324,0,1.065
12,0.017,10.245,0,1.587
24,0.048,23.524,0,1.721
4,0.051,29.415,1,1.015
8,0.060,26.270,1,1.097
12,0.046,20.549,1,1.223
24,0.068,28.146,1,1.488
4,0.034,20.320,0,1.096
8,0.031,14.640,0,1.300
12,0.086,34.527,0,1.281
24,0.028,14.249,0,1.758
4,0.026,13.808,1,1.047
8,0.036,18.722,1,1.339
12,0.069,29.077,1,1.203
24,0.037,17.237,1,1.695
4,0.043,25.231,0,1.099
8,0.072,24.586,0,1.201
12,0.043,23.085,0,1.390
24,0.034,13.028,0,1.681
4,0.077,39.763,1,1.141
8,0.048,18.868,1,1.143
12,0.088,37.703,1,1.156
24,0.058,20.408,1,1.611
4,0.068,39.600,0,1.029
8,0.072,30.227,0,1.102
12,0.091,34.197,0,1.298
24,0.052,25.016,0,1.499
4,0.066,20.406,1,1.173
8,0.055,32.477,1,1.243
12,0.068,21.657,1,1.350
24,0.067,22.874,1,1.390
4,0.037,20.615,0,1.072
8,0.021,10.062,0,1.366
12,0.079,28.742,0,1.281
24,0.053,16.526,0,1.436
4,0.056,32.157,1,1.065
8,0.083,30.267,1,1.132
12,0.025,13.246,1,1.469
24,0.048,20.147,1,1.629
4,0.037,19.990,0,1.134
8,0.068,21.218,0,1.260
12,0.068,39.101,0,1.260
24,0.023,11.549,0,1.946
4,0.053,22.573,1,1.092
8,0.074,39.675,1,1.191
12,0.037,21.803,1,1.338
24,0.075,32.438,1,1.352
4,0.047,14.466,0,1.127
8,0.038,21.721,0,1.217
12,0.082,35.595,0,1.106
24,0.049,26.128,0,1.700
4,0.061,36.269,1,0.979
8,0.064,36.929,1,1.123
12,0.060,27.533,1,1.188
24,0.034,18.166,1,1.836
4,0.091,36.654,0,1.079
8,0.039,17.802,0,1.320
12,0.034,19.704,0,1.368
24,0.073,25.614,0,1.383
4,0.034,13.838,1,1.116
8,0.049,20.406,1,1.275
12,0.063,30.484,1,1.199
24,0.055,32.280,1,1.409
4,0.030,11.209,0,1.135
8,0.045,26.185,0,1.100
12,0.086,37.958,0,1.128
24,0.099,31.726,0,1.341
4,0.051,26.682,1,1.148
8,0.020,10.637,1,1.299
12,0.061,34.780,1,1.314
24,0.071,35.056,1,1.600
4,0.074,39.708,0,1.109
8,0.052,26.592,0,1.167
12,0.110,33.536,0,1.174
24,0.049,21.674,0,1.595
4,0.024,10.549,1,1.054
8,0.023,10.226,1,1.340
12,0.082,29.998,1,1.269
24,0.048,25.153,1,1.649
4,0.068,36.601,0,1.036
8,0.061,32.424,0,1.133
12,0.083,38.559,0,1.287
24,0.023,12.125,0,2.028
4,0.083,32.502,1,1.123
8,0.069,30.464,1,1.197
12,0.045,21.922,1,1.200
24,0.086,38.666,1,1.381
4,0.045,20.442,0,1.093
8,0.030,10.175,0,1.315
12,0.034,18.727,0,1.357
24,0.066,27.260,0,1.397
4,0.044,25.525,1,1.167
8,0.042,23.705,1,1.308
12,0.045,23.942,1,1.362
24,0.079,24.301,1,1.490
4,0.054,20.825,0,1.043
8,0.066,34.683,0,1.116
12,0.057,20.599,0,1.325
24,0.060,30.416,0,1.595
4,0.037,16.356,1,1.058
8,0.023,10.611,1,1.201
12,0.042,13.292,1,1.190
24,0.040,13.322,1,1.531
4,0.040,22.188,0,1.139
8,0.043,22.872,0,1.178
12,0.036,10.990,0,1.392
24,0.034,15.083,0,1.650
4,0.051,29.558,1,1.094
8,0.121,39.438,1,1.100
12,0.034,17.611,1,1.471
24,0.058,26.305,1,1.586
4,0.033,13.878,0,1.171
8,0.024,10.164,0,1.296
12,0.064,30.454,0,1.317
24,0.060,22.331,0,1.512
4,0.069,25.719,1,1.149
8,0.086,32.158,1,1.060
12,0.043,25.260,1,1.422
24,0.044,26.325,1,1.706
4,0.071,38.514,0,1.132
8,0.071,32.098,0,1.252
12,0.047,25.735,0,1.386
24,0.059,27.546,0,1.436
4,0.082,30.241,1,0.980
8,0.056,24.098,1,1.231
12,0.056,20.058,1,1.248
24,0.053,19.026,1,1.495
4,0.057,33.296,0,1.117
8,0.034,20.015,0,1.316
12,0.064,27.455,0,1.255
24,0.070,24.754,0,1.489
4,0.052,22.166,1,1.172
8,0.051,25.877,1,1.163
12,0.123,38.024,1,1.170
24,0.084,32.051,1,1.392
4,0.023,11.079,0,1.157
8,0.070,39.441,0,1.188
12,0.029,14.566,0,1.387
24,0.037,13.680,0,1.575
4,0.042,24.965,1,1.162
8,0.097,37.449,1,1.169
12,0.034,13.520,1,1.456
24,0.050,15.991,1,1.707
4,0.028,16.425,0,1.161
8,0.049,17.285,0,1.310
12,0.035,16.148,0,1.408
24,0.031,14.296,0,1.791
4,0.061,31.985,1,1.145
8,0.063,26.378,1,1.143
12,0.028,15.497,1,1.345
24,0.027,10.192,1,1.758
4,0.042,18.594,0,1.144
8,0.052,18.708,0,1.072
12,0.038,19.146,0,1.225
24,0.095,35.768,0,1.347
4,0.031,14.658,1,1.219
8,0.077,33.921,1,1.142
12,0.049,29.159,1,1.214
24,0.052,20.096,1,1.670
4,0.051,28.419,0,1.131
8,0.097,32.966,0,1.149
12,0.039,13.324,0,1.245
24,0.054,18.653,0,1.590
4,0.038,18.871,1,1.064
8,0.033,16.112,1,1.204
12,0.068,35.213,1,1.308
24,0.055,20.615,1,1.413
4,0.072,27.199,0,1.092
8,0.107,34.717,0,1.056
12,0.026,15.368,0,1.420
24,0.030,12.357,0,1.696
4,0.048,17.580,1,1.186
8,0.088,32.438,1,1.107
12,0.028,15.318,1,1.442
24,0.056,20.204,1,1.624
4,0.065,19.875,0,1.101
8,0.041,13.998,0,1.174
12,0.051,21.778,0,1.251
24,0.033,11.070,0,1.838
4,0.037,11.200,1,0.990
8,0.060,25.252,1,1.268
12,0.070,24.500,1,1.214
24,0.053,17.993,1,1.505
4,0.035,12.812,0,1.125
8,0.105,38.177,0,1.224
12,0.021,12.657,0,1.376
24,0.102,33.324,0,1.394
4,0.043,14.139,1,1.133
8,0.092,28.110,1,1.176
12,0.031,11.691,1,1.360
24,0.053,24.208,1,1.541
4,0.074,34.569,0,1.054
8,0.036,12.416,0,1.106
12,0.066,27.120,0,1.211
24,0.064,20.800,0,1.513
4,0.076,34.244,1,1.155
8,0.084,37.529,1,1.078
12,0.059,26.527,1,1.245
24,0.030,13.924,1,1.643
4,0.063,20.306,0,1.077
8,0.020,10.621,0,1.434
12,0.026,10.304,0,1.281
24,0.101,39.991,0,1.434
4,0.065,31.277,1,1.091
8,0.037,15.174,1,1.109
12,0.032,19.049,1,1.306
24,0.033,19.276,1,1.607
4,0.072,39.291,0,1.080
8,0.067,22.998,0,1.209
12,0.050,25.296,0,1.190
24,0.071,37.838,0,1.551
4,0.099,31.033,1,1.099
8,0.040,22.438,1,1.171
12,0.077,23.566,1,1.115
24,0.060,24.808,1,1.416
4,0.058,29.703,0,1.089
8,0.067,34.126,0,1.258
12,0.069,37.940,0,1.313
24,0.024,13.837,0,1.648
4,0.045,22.933,1,1.090
8,0.046,22.252,1,1.246
12,0.023,12.878,1,1.438
24,0.064,28.865,1,1.523
4,0.056,19.972,0,1.135
8,0.081,33.621,0,1.051
12,0.032,16.182,0,1.322
24,0.051,21.308,0,1.453
4,0.060,20.523,1,1.086
8,0.091,35.891,1,1.035
12,0.051,21.396,1,1.179
24,0.077,39.241,1,1.337
4,0.041,20.811,0,1.066
8,0.038,12.838,0,1.154
12,0.104,34.166,0,1.258
24,0.052,21.636,0,1.412
4,0.045,16.736,1,1.040
8,0.054,29.487,1,1.250
12,0.083,28.835,1,1.242
24,0.056,20.083,1,1.460
4,0.033,12.375,0,1.137
8,0.032,15.713,0,1.163
12,0.032,18.490,0,1.399
24,0.075,22.643,0,1.512
4,0.043,20.744,1,1.180
8,0.058,31.457,1,1.144
12,0.056,26.081,1,1.256
24,0.031,16.761,1,1.843
4,0.060,22.133,0,1.138
8,0.036,17.489,0,1.222
12,0.071,37.564,0,1.140
24,0.073,39.132,0,1.439
4,0.074,33.677,1,1.048
8,0.034,19.834,1,1.215
12,0.070,34.352,1,1.347
24,0.045,20.074,1,1.536
4,0.042,23.573,0,1.131
8,0.063,34.402,0,1.074
12,0.082,34.447,0,1.186
24,0.060,28.292,0,1.480
4,0.101,34.467,1,0.997
8,0.115,35.916,1,1.072
12,0.055,23.060,1,1.172
24,0.055,29.253,1,1.516
4,0.106,35.836,0,1.035
8,0.078,39.757,0,1.096
12,0.079,25.673,0,1.152
24,0.085,37.652,0,1.525
4,0.048,22.670,1,0.994
8,0.123,39.167,1,1.061
12,0.038,21.201,1,1.371
24,0.063,25.897,1,1.609
4,0.084,29.829,0,1.088
8,0.095,31.206,0,1.049
12,0.058,27.466,0,1.358
24,0.053,27.724,0,1.433
4,0.041,22.306,1,1.177
8,0.086,38.096,1,1.245
12,0.077,32.717,1,1.167
24,0.076,30.014,1,1.461
4,0.055,29.705,0,1.055
8,0.075,32.598,0,1.191
12,0.039,19.449,0,1.452
24,0.018,10.307,0,2.140
4,0.021,10.467,1,1.095
8,0.049,21.452,1,1.232
12,0.033,16.259,1,1.377
24,0.031,16.392,1,1.565
4,0.022,10.298,0,1.110
8,0.064,37.355,0,1.285
12,0.029,14.171,0,1.495
24,0.041,18.197,0,1.639
4,0.089,33.670,1,0.972
8,0.080,33.704,1,1.235
12,0.091,39.684,1,1.309
24,0.038,15.722,1,1.670
4,0.071,25.439,0,1.058
8,0.031,13.611,0,1.212
12,0.038,16.195,0,1.393
24,0.079,36.087,0,1.538
4,0.042,17.635,1,1.166
8,0.023,12.685,1,1.280
12,0.045,21.938,1,1.317
24,0.039,12.504,1,1.576
4,0.038,20.119,0,1.122
8,0.095,36.877,0,1.089
12,0.023,11.684,0,1.312
24,0.083,38.210,0,1.513
4,0.054,30.460,1,1.181
8,0.035,15.734,1,1.238
12,0.034,10.753,1,1.332
24,0.056,33.229,1,1.521
4,0.066,30.650,0,1.080
8,0.072,32.100,0,1.119
12,0.089,34.557,0,1.146
24,0.066,21.341,0,1.516
4,0.079,25.768,1,1.133
8,0.028,12.841,1,1.278
12,0.026,14.670,1,1.267
24,0.058,18.657,1,1.671
4,0.047,25.986,0,1.088
8,0.089,31.340,0,1.074
12,0.092,38.861,0,1.291
24,0.076,31.523,0,1.420
4,0.042,19.756,1,1.141
8,0.104,39.111,1,1.034
12,0.039,13.177,1,1.342
24,0.051,18.674,1,1.691
4,0.078,26.859,0,1.095
8,0.062,25.878,0,1.223
12,0.080,34.849,0,1.246
24,0.055,24.253,0,1.581
4,0.049,21.117,1,0.999
8,0.032,12.388,1,1.288
12,0.097,38.200,1,1.166
24,0.033,19.537,1,1.798
4,0.065,28.165,0,1.124
8,0.044,17.412,0,1.247
12,0.063,19.189,0,1.289
24,0.028,14.687,0,1.845
4,0.029,15.568,1,1.091
8,0.093,36.375,1,1.064
12,0.065,38.826,1,1.360
24,0.057,33.938,1,1.492
4,0.083,33.219,0,1.082
8,0.020,11.120,0,1.238
12,0.056,20.272,0,1.365
24,0.051,24.314,0,1.720
4,0.116,38.241,1,1.119
8,0.037,21.253,1,1.119
12,0.043,15.423,1,1.373
24,0.058,26.926,1,1.387
4,0.030,16.739,0,1.107
8,0.047,21.528,0,1.105
12,0.039,19.729,0,1.385
24,0.038,21.736,0,1.783
4,0.072,32.911,1,1.069
8,0.052,23.290,1,1.125
12,0.058,31.381,1,1.362
24,0.094,35.176,1,1.414
4,0.077,34.918,0,1.111
8,0.059,35.166,0,1.165
12,0.037,15.334,0,1.221
24,0.095,31.857,0,1.413
4,0.022,11.299,1,1.237
8,0.039,21.914,1,1.214
12,0.027,14.580,1,1.254
24,0.054,30.091,1,1.567
4,0.039,17.729,0,1.152
8,0.104,35.210,0,1.123
12,0.036,20.208,0,1.324
24,0.052,22.149,0,1.597
4,0.081,26.729,1,0.989
8,0.063,21.040,1,1.125
12,0.094,30.015,1,1.137
24,0.026,11.947,1,1.936
4,0.025,11.896,0,1.111
8,0.024,11.737,0,1.330
12,0.024,10.562,0,1.431
24,0.040,13.305,0,1.657
4,0.070,39.735,1,1.115
8,0.049,19.640,1,1.303
12,0.059,33.567,1,1.325
24,0.065,31.354,1,1.365
4,0.071,33.094,0,1.049
8,0.087,38.674,0,1.075
12,0.053,20.506,0,1.294
24,0.022,12.154,0,1.900
4,0.065,38.718,1,1.061
8,0.067,28.672,1,1.261
12,0.058,33.741,1,1.198
24,0.086,37.982,1,1.503
4,0.032,10.601,0,1.112
8,0.079,31.238,0,1.060
12,0.045,16.387,0,1.241
24,0.043,24.247,0,1.563
4,0.056,27.671,1,1.056
8,0.106,32.024,1,1.113
12,0.102,34.867,1,1.122
24,0.088,37.846,1,1.289
4,0.055,32.764,0,1.060
8,0.062,27.741,0,1.105
12,0.086,27.263,0,1.159
24,0.031,15.404,0,1.821
4,0.077,30.348,1,0.995
8,0.053,31.281,1,1.070
12,0.076,39.433,1,1.135
24,0.112,37.156,1,1.273
4,0.063,24.140,0,1.060
8,0.060,27.812,0,1.137
12,0.037,18.662,0,1.213
24,0.028,12.366,0,1.768
4,0.051,27.400,1,1.159
8,0.052,24.421,1,1.129
12,0.074,29.485,1,1.295
24,0.102,37.034,1,1.275
4,0.043,23.913,0,1.136
8,0.069,39.339,0,1.092
12,0.061,32.767,0,1.254
24,0.038,19.262,0,1.752
4,0.033,14.471,1,1.151
8,0.081,32.806,1,1.146
12,0.056,32.357,1,1.196
24,0.050,27.758,1,1.496
4,0.059,31.389,0,1.092
8,0.061,33.265,0,1.200
12,0.082,36.919,0,1.190
24,0.067,35.431,0,1.485
4,0.042,16.802,1,1.110
8,0.033,17.773,1,1.342
12,0.053,22.325,1,1.303
24,0.054,28.167,1,1.511
4,0.082,27.665,0,1.094
8,0.124,37.537,0,1.201
12,0.037,21.128,0,1.323
24,0.036,17.893,0,1.665
4,0.064,29.117,1,1.123
8,0.024,14.254,1,1.264
12,0.038,21.938,1,1.389
24,0.062,27.153,1,1.579
4,0.072,28.540,0,1.104
8,0.062,35.192,0,1.280
12,0.083,33.974,0,1.253
24,0.054,30.108,0,1.427
4,0.039,17.662,1,1.021
8,0.048,16.680,1,1.197
12,0.026,10.700,1,1.433
24,0.077,37.974,1,1.321
4,0.033,17.081,0,1.123
8,0.051,19.916,0,1.188
12,0.053,16.762,0,1.393
24,0.027,15.880,0,1.685
4,0.072,38.219,1,1.147
8,0.030,14.066,1,1.136
12,0.087,32.455,1,1.140
24,0.061,28.983,1,1.516
4,0.084,30.013,0,1.108
8,0.083,28.366,0,1.191
12,0.081,34.718,0,1.288
24,0.057,22.200,0,1.382
4,0.068,23.813,1,1.139
8,0.051,24.049,1,1.282
12,0.056,24.566,1,1.297
24,0.092,37.030,1,1.538
4,0.111,33.432,0,1.088
8,0.035,13.117,0,1.231
12,0.069,34.278,0,1.207
24,0.028,12.055,0,1.895
4,0.068,35.378,1,1.046
8,0.054,24.380,1,1.113
12,0.060,31.060,1,1.274
24,0.069,24.550,1,1.468
4,0.033,12.114,0,1.166
8,0.083,36.082,0,1.183
12,0.035,20.038,0,1.450
24,0.050,17.379,0,1.496
4,0.031,17.791,1,1.196
8,0.058,17.655,1,1.204
12,0.057,31.651,1,1.221
24,0.065,26.655,1,1.418
4,0.071,36.051,0,1.096
8,0.070,38.552,0,1.263
12,0.082,35.756,0,1.327
24,0.019,11.247,0,1.839
4,0.104,36.709,1,1.037
8,0.032,16.780,1,1.274
12,0.038,18.215,1,1.396
24,0.061,35.324,1,1.659
4,0.039,13.576,0,1.159
8,0.041,15.749,0,1.110
12,0.036,18.621,0,1.373
24,0.032,16.318,0,1.596
4,0.047,20.559,1,1.018
8,0.029,13.302,1,1.289
12,0.020,11.364,1,1.424
24,0.064,36.891,1,1.616
4,0.022,10.802,0,1.144
8,0.023,12.271,0,1.268
12,0.048,17.287,0,1.369
24,0.055,22.693,0,1.544
4,0.048,25.706,1,1.074
8,0.115,36.889,1,1.174
12,0.055,21.232,1,1.331
24,0.055,25.644,1,1.531
4,0.033,19.170,0,1.142
8,0.085,26.633,0,1.243
12,0.035,18.940,0,1.230
24,0.038,20.256,0,1.750
4,0.066,22.599,1,1.042
8,0.035,18.986,1,1.231
12,0.045,25.205,1,1.370
24,0.045,22.864,1,1.662
4,0.038,15.778,0,1.153
8,0.055,23.233,0,1.134
12,0.077,36.795,0,1.351
24,0.052,30.230,0,1.684
4,0.063,35.885,1,1.002
8,0.046,15.950,1,1.249
12,0.041,21.742,1,1.337
24,0.069,21.944,1,1.453
4,0.030,11.608,0,1.116
8,0.073,37.553,0,1.151
12,0.032,11.967,0,1.483
24,0.066,34.903,0,1.631
4,0.102,31.742,1,1.127
8,0.076,32.497,1,1.220
12,0.030,17.660,1,1.285
24,0.071,38.217,1,1.542
4,0.041,15.103,0,1.076
8,0.054,23.875,0,1.183
12,0.050,21.901,0,1.330
24,0.045,22.150,0,1.452
4,0.048,14.458,1,1.169
8,0.077,37.296,1,1.111
12,0.076,31.516,1,1.126
24,0.053,21.273,1,1.522
4,0.044,24.441,0,1.126
8,0.101,39.018,0,1.126
12,0.047,19.615,0,1.368
24,0.035,15.462,0,1.726
4,0.033,12.502,1,1.158
8,0.034,18.939,1,1.189
12,0.029,14.951,1,1.359
24,0.041,21.773,1,1.539
4,0.037,16.776,0,1.132
8,0.069,38.276,0,1.173
12,0.039,18.358,0,1.366
24,0.055,31.379,0,1.410
4,0.024,11.006,1,1.079
8,0.067,38.359,1,1.245
12,0.031,15.817,1,1.360
24,0.053,28.488,1,1.690
4,0.025,13.711,0,1.105
8,0.028,16.509,0,1.153
12,0.049,15.847,0,1.348
24,0.076,39.217,0,1.521
4,0.033,18.952,1,1.042
8,0.063,32.001,1,1.277
12,0.022,10.780,1,1.444
24,0.055,27.498,1,1.692
4,0.081,35.551,0,1.111
8,0.052,29.481,0,1.171
12,0.050,24.543,0,1.165
24,0.041,22.859,0,1.615
4,0.037,11.738,1,1.040
8,0.083,27.884,1,1.250
12,0.036,17.943,1,1.208
24,0.039,15.584,1,1.591
4,0.076,25.438,0,1.058
8,0.032,11.652,0,1.281
12,0.047,21.648,0,1.332
24,0.093,34.383,0,1.498
4,0.062,19.514,1,1.101
8,0.040,17.814,1,1.194
12,0.056,31.102,1,1.264
24,0.027,12.987,1,1.764
4,0.045,26.930,0,1.074
8,0.076,29.674,0,1.220
12,0.033,15.304,0,1.414
24,0.050,16.188,0,1.597
4,0.092,27.792,1,1.028
8,0.075,32.375,1,1.182
12,0.033,12.218,1,1.466
24,0.032,11.777,1,1.832
4,0.025,11.223,0,1.083
8,0.066,36.123,0,1.082
12,0.057,25.316,0,1.300
24,0.065,32.953,0,1.421
4,0.097,36.747,1,1.144
8,0.093,36.091,1,1.152
12,0.062,32.660,1,1.208
24,0.026,15.234,1,1.883
4,0.050,27.609,0,1.062
8,0.063,32.174,0,1.151
12,0.088,39.339,0,1.133
24,0.031,11.949,0,1.567
4,0.083,34.579,1,0.963
8,0.032,14.912,1,1.348
12,0.065,31.885,1,1.309
24,0.103,38.749,1,1.341
4,0.025,12.623,0,1.116
8,0.040,20.585,0,1.178
12,0.073,27.901,0,1.131
24,0.063,35.039,0,1.584
4,0.096,39.384,1,0.952
8,0.049,28.431,1,1.224
12,0.033,17.460,1,1.441
24,0.032,16.758,1,1.819
4,0.079,29.762,0,1.109
8,0.062,27.495,0,1.264
12,0.112,39.653,0,1.074
24,0.029,11.438,0,1.736
4,0.036,20.126,1,1.040
8,0.040,14.662,1,1.276
12,0.047,23.820,1,1.228
24,0.036,19.299,1,1.703
4,0.026,11.846,0,1.151
8,0.059,28.677,0,1.253
12,0.054,18.935,0,1.292
24,0.118,38.139,0,1.352
4,0.078,33.898,1,0.987
8,0.110,34.945,1,1.125
12,0.096,31.530,1,1.163
24,0.030,14.919,1,1.739
4,0.063,34.067,0,1.064
8,0.031,18.264,0,1.137
12,0.069,21.967,0,1.144
24,0.084,39.226,0,1.405
4,0.094,36.773,1,1.004
8,0.036,16.479,1,1.202
12,0.058,29.297,1,1.155
24,0.067,26.586,1,1.378
4,0.025,12.466,0,1.188
8,0.048,18.733,0,1.247
12,0.052,24.926,0,1.324
24,0.074,30.623,0,1.346
4,0.058,21.755,1,1.035
8,0.047,23.963,1,1.287
12,0.080,30.580,1,1.286
24,0.051,17.070,1,1.672
4,0.027,12.888,0,1.073
8,0.048,16.309,0,1.151
12,0.031,13.095,0,1.376
24,0.100,36.445,0,1.402
4,0.032,13.423,1,1.071
8,0.067,23.605,1,1.280
12,0.070,22.810,1,1.300
24,0.052,23.545,1,1.688
4,0.066,35.918,0,1.118
8,0.066,30.177,0,1.138
12,0.037,14.811,0,1.320
24,0.063,29.344,0,1.494
4,0.019,10.497,1,1.094
8,0.101,33.862,1,1.152
12,0.100,35.644,1,1.297
24,0.099,39.751,1,1.399
4,0.035,15.885,0,1.140
8,0.054,28.442,0,1.115
12,0.034,12.396,0,1.317
24,0.049,19.674,0,1.449
4,0.043,16.966,1,1.117
8,0.049,23.600,1,1.259
12,0.098,30.697,1,1.280
24,0.066,27.540,1,1.370
4,0.055,32.006,0,1.131
8,0.052,27.327,0,1.242
12,0.036,14.680,0,1.396
24,0.031,16.380,0,1.635
4,0.064,31.546,1,1.022
8,0.092,37.118,1,1.220
12,0.061,19.962,1,1.380
24,0.080,29.332,1,1.568
4,0.024,13.288,0,1.146
8,0.037,16.765,0,1.310
12,0.033,15.977,0,1.246
24,0.059,29.328,0,1.589
4,0.096,32.997,1,1.144
8,0.065,36.177,1,1.162
12,0.071,21.797,1,1.290
24,0.030,12.561,1,1.657
4,0.062,25.881,0,1.117
8,0.042,15.391,0,1.124
12,0.071,23.652,0,1.258
24,0.056,30.017,0,1.617
4,0.024,13.021,1,1.156
8,0.058,20.159,1,1.239
12,0.110,35.251,1,1.266
24,0.046,22.797,1,1.687
